year,sex,name,n,prop
2000,F,Monesha,16,8.02e-6
2000,F,Munira,16,8.02e-6
2000,F,Myanna,16,8.02e-6
2000,F,Myeshia,16,8.02e-6
2000,F,Myiesha,16,8.02e-6
2000,F,Mykenna,16,8.02e-6
2000,F,Mylan,16,8.02e-6
2000,F,Narissa,16,8.02e-6
2000,F,Nastasia,16,8.02e-6
2000,F,Nature,16,8.02e-6
2000,F,Nava,16,8.02e-6
2000,F,Nayelly,16,8.02e-6
2000,F,Neriah,16,8.02e-6
2000,F,Nicki,16,8.02e-6
2000,F,Nishat,16,8.02e-6
2000,F,Nithya,16,8.02e-6
2000,F,Oneida,16,8.02e-6
2000,F,Orly,16,8.02e-6
2000,F,Payden,16,8.02e-6
2000,F,Pheobe,16,8.02e-6
2000,F,Phuong,16,8.02e-6
2000,F,Quantaya,16,8.02e-6
2000,F,Quintessa,16,8.02e-6
2000,F,Rachal,16,8.02e-6
2000,F,Raechelle,16,8.02e-6
2000,F,Rakiya,16,8.02e-6
2000,F,Rasha,16,8.02e-6
2000,F,Rashonda,16,8.02e-6
2000,F,Raychelle,16,8.02e-6
2000,F,Rayvin,16,8.02e-6
2000,F,Reann,16,8.02e-6
2000,F,Riann,16,8.02e-6
2000,F,Rima,16,8.02e-6
2000,F,Romi,16,8.02e-6
2000,F,Roselynn,16,8.02e-6
2000,F,Sabriya,16,8.02e-6
2000,F,Salima,16,8.02e-6
2000,F,Salwa,16,8.02e-6
2000,F,Sanjuana,16,8.02e-6
2000,F,Saydi,16,8.02e-6
2000,F,Seraiah,16,8.02e-6
2000,F,Seraphina,16,8.02e-6
2000,F,Serinity,16,8.02e-6
2000,F,Shacoria,16,8.02e-6
2000,F,Shada,16,8.02e-6
2000,F,Shakya,16,8.02e-6
2000,F,Shandra,16,8.02e-6
2000,F,Shannel,16,8.02e-6
2000,F,Sharice,16,8.02e-6
2000,F,Sharla,16,8.02e-6
2000,F,Sharron,16,8.02e-6
2000,F,Shatoria,16,8.02e-6
2000,F,Shaylene,16,8.02e-6
2000,F,Sherie,16,8.02e-6
2000,F,Shilo,16,8.02e-6
2000,F,Shonda,16,8.02e-6
2000,F,Shylo,16,8.02e-6
2000,F,Sian,16,8.02e-6
2000,F,Sidnie,16,8.02e-6
2000,F,Sissi,16,8.02e-6
2000,F,Soumya,16,8.02e-6
2000,F,Sweta,16,8.02e-6
2000,F,Syann,16,8.02e-6
2000,F,Sybil,16,8.02e-6
2000,F,Taiz,16,8.02e-6
2000,F,Talicia,16,8.02e-6
2000,F,Talin,16,8.02e-6
2000,F,Tamea,16,8.02e-6
2000,F,Tamyia,16,8.02e-6
2000,F,Tarra,16,8.02e-6
2000,F,Tarrah,16,8.02e-6
2000,F,Tashana,16,8.02e-6
2000,F,Tashina,16,8.02e-6
2000,F,Tatjana,16,8.02e-6
2000,F,Tayelor,16,8.02e-6
2000,F,Taylah,16,8.02e-6
2000,F,Tayonna,16,8.02e-6
2000,F,Terica,16,8.02e-6
2000,F,Tiaira,16,8.02e-6
2000,F,Tiffiny,16,8.02e-6
2000,F,Tiya,16,8.02e-6
2000,F,Toriann,16,8.02e-6
2000,F,Trinitie,16,8.02e-6
2000,F,Tyshae,16,8.02e-6
2000,F,Tziporah,16,8.02e-6
2000,F,Verena,16,8.02e-6
2000,F,Viana,16,8.02e-6
2000,F,Victorya,16,8.02e-6
2000,F,Vivi,16,8.02e-6
2000,F,Weronika,16,8.02e-6
2000,F,Wynne,16,8.02e-6
2000,F,Xitlalic,16,8.02e-6
2000,F,Yailyn,16,8.02e-6
2000,F,Yalitza,16,8.02e-6
2000,F,Yaminah,16,8.02e-6
2000,F,Yarelis,16,8.02e-6
2000,F,Yissel,16,8.02e-6
2000,F,Yudith,16,8.02e-6
2000,F,Yunuen,16,8.02e-6
2000,F,Zella,16,8.02e-6
2000,F,Ziona,16,8.02e-6
2000,F,Zitlaly,16,8.02e-6
2000,F,Abaigeal,15,7.52e-6
2000,F,Abbigael,15,7.52e-6
2000,F,Abena,15,7.52e-6
2000,F,Abriella,15,7.52e-6
2000,F,Adasia,15,7.52e-6
2000,F,Africa,15,7.52e-6
2000,F,Aijah,15,7.52e-6
2000,F,Aisa,15,7.52e-6
2000,F,Akyra,15,7.52e-6
2000,F,Alaiya,15,7.52e-6
2000,F,Alania,15,7.52e-6
2000,F,Alauna,15,7.52e-6
2000,F,Alaynah,15,7.52e-6
2000,F,Alayzia,15,7.52e-6
2000,F,Aleeah,15,7.52e-6
2000,F,Alera,15,7.52e-6
2000,F,Alethia,15,7.52e-6
2000,F,Alexah,15,7.52e-6
2000,F,Aliesha,15,7.52e-6
2000,F,Alyxandria,15,7.52e-6
2000,F,Ama,15,7.52e-6
2000,F,Amauri,15,7.52e-6
2000,F,Amayrani,15,7.52e-6
2000,F,Anaia,15,7.52e-6
2000,F,Anesha,15,7.52e-6
2000,F,Anjolie,15,7.52e-6
2000,F,Annalynn,15,7.52e-6
2000,F,Annastacia,15,7.52e-6
2000,F,Annsley,15,7.52e-6
2000,F,Arie,15,7.52e-6
2000,F,Ariyan,15,7.52e-6
2000,F,Arlena,15,7.52e-6
2000,F,Arley,15,7.52e-6
2000,F,Asiyah,15,7.52e-6
2000,F,Asucena,15,7.52e-6
2000,F,Atlanta,15,7.52e-6
2000,F,Atziri,15,7.52e-6
2000,F,Avian,15,7.52e-6
2000,F,Baleria,15,7.52e-6
2000,F,Barrett,15,7.52e-6
2000,F,Beatrix,15,7.52e-6
2000,F,Bethlehem,15,7.52e-6
2000,F,Binta,15,7.52e-6
2000,F,Blayke,15,7.52e-6
2000,F,Blimy,15,7.52e-6
2000,F,Bliss,15,7.52e-6
2000,F,Blossom,15,7.52e-6
2000,F,Breanah,15,7.52e-6
2000,F,Breiana,15,7.52e-6
2000,F,Brenley,15,7.52e-6
2000,F,Brette,15,7.52e-6
2000,F,Brighid,15,7.52e-6
2000,F,Bristol,15,7.52e-6
2000,F,Briyonna,15,7.52e-6
2000,F,Brynley,15,7.52e-6
2000,F,Caitriona,15,7.52e-6
2000,F,Callen,15,7.52e-6
2000,F,Camisha,15,7.52e-6
2000,F,Candida,15,7.52e-6
2000,F,Carletta,15,7.52e-6
2000,F,Carlynn,15,7.52e-6
2000,F,Carmyn,15,7.52e-6
2000,F,Carra,15,7.52e-6
2000,F,Ceira,15,7.52e-6
2000,F,Celestial,15,7.52e-6
2000,F,Cheridan,15,7.52e-6
2000,F,Cherilyn,15,7.52e-6
2000,F,Cheyla,15,7.52e-6
2000,F,Cheynne,15,7.52e-6
2000,F,Chidinma,15,7.52e-6
2000,F,Chrislyn,15,7.52e-6
2000,F,Clarise,15,7.52e-6
2000,F,Clarita,15,7.52e-6
2000,F,Coralee,15,7.52e-6
2000,F,Corianna,15,7.52e-6
2000,F,Daiana,15,7.52e-6
2000,F,Daijha,15,7.52e-6
2000,F,Daira,15,7.52e-6
2000,F,Dajana,15,7.52e-6
2000,F,Dajanique,15,7.52e-6
2000,F,Dalanie,15,7.52e-6
2000,F,Damaria,15,7.52e-6
2000,F,Damarys,15,7.52e-6
2000,F,Damyia,15,7.52e-6
2000,F,Daphanie,15,7.52e-6
2000,F,Darion,15,7.52e-6
2000,F,Darnisha,15,7.52e-6
2000,F,Dava,15,7.52e-6
2000,F,Daylee,15,7.52e-6
2000,F,Deasha,15,7.52e-6
2000,F,Dekayla,15,7.52e-6
2000,F,Demaria,15,7.52e-6
2000,F,Deneisha,15,7.52e-6
2000,F,Desteni,15,7.52e-6
2000,F,Deysy,15,7.52e-6
2000,F,Deziray,15,7.52e-6
2000,F,Diara,15,7.52e-6
2000,F,Dilara,15,7.52e-6
2000,F,Dmya,15,7.52e-6
2000,F,Domanique,15,7.52e-6
2000,F,Dominic,15,7.52e-6
2000,F,Donyae,15,7.52e-6
2000,F,Effie,15,7.52e-6
2000,F,Ellyse,15,7.52e-6
2000,F,Erlinda,15,7.52e-6
2000,F,Esmerelda,15,7.52e-6
2000,F,Esthela,15,7.52e-6
2000,F,Etta,15,7.52e-6
2000,F,Evin,15,7.52e-6
2000,F,Evonne,15,7.52e-6
2000,F,Falicia,15,7.52e-6
2000,F,Falicity,15,7.52e-6
2000,F,Fariha,15,7.52e-6
2000,F,Faustina,15,7.52e-6
2000,F,Flannery,15,7.52e-6
2000,F,Folasade,15,7.52e-6
2000,F,Fredricka,15,7.52e-6
2000,F,Gabrial,15,7.52e-6
2000,F,Gabrianna,15,7.52e-6
2000,F,Gaelle,15,7.52e-6
2000,F,Geri,15,7.52e-6
2000,F,Giavana,15,7.52e-6
2000,F,Giulianna,15,7.52e-6
2000,F,Gloriana,15,7.52e-6
2000,F,Gwendolynn,15,7.52e-6
2000,F,Haden,15,7.52e-6
2000,F,Havana,15,7.52e-6
2000,F,Hayla,15,7.52e-6
2000,F,Heide,15,7.52e-6
2000,F,Hibah,15,7.52e-6
2000,F,Hollyann,15,7.52e-6
2000,F,Idali,15,7.52e-6
2000,F,Imara,15,7.52e-6
2000,F,Indra,15,7.52e-6
2000,F,Irais,15,7.52e-6
2000,F,Irlanda,15,7.52e-6
2000,F,Isys,15,7.52e-6
2000,F,Itzanami,15,7.52e-6
2000,F,Iyanah,15,7.52e-6
2000,F,Jackson,15,7.52e-6
2000,F,Jamelia,15,7.52e-6
2000,F,Jameson,15,7.52e-6
2000,F,Jamielyn,15,7.52e-6
2000,F,Jamilia,15,7.52e-6
2000,F,Jamilyn,15,7.52e-6
2000,F,Janecia,15,7.52e-6
2000,F,Janeen,15,7.52e-6
2000,F,Janesa,15,7.52e-6
2000,F,Jaselyn,15,7.52e-6
2000,F,Jaydn,15,7.52e-6
2000,F,Jaye,15,7.52e-6
2000,F,Jentry,15,7.52e-6
2000,F,Jeralyn,15,7.52e-6
2000,F,Jeremy,15,7.52e-6
2000,F,Jermya,15,7.52e-6
2000,F,Jerusha,15,7.52e-6
2000,F,Jessyka,15,7.52e-6
2000,F,Joanie,15,7.52e-6
2000,F,Joclyn,15,7.52e-6
2000,F,Joei,15,7.52e-6
2000,F,Joel,15,7.52e-6
2000,F,Jolena,15,7.52e-6
2000,F,Jolina,15,7.52e-6
2000,F,Jona,15,7.52e-6
2000,F,Jorge,15,7.52e-6
2000,F,Joshlynn,15,7.52e-6
2000,F,Judah,15,7.52e-6
2000,F,Judit,15,7.52e-6
2000,F,Jullianna,15,7.52e-6
2000,F,Kadija,15,7.52e-6
2000,F,Kaelani,15,7.52e-6
2000,F,Kajal,15,7.52e-6
2000,F,Kama,15,7.52e-6
2000,F,Kamaile,15,7.52e-6
2000,F,Kamdyn,15,7.52e-6
2000,F,Kary,15,7.52e-6
2000,F,Kashia,15,7.52e-6
2000,F,Kasidee,15,7.52e-6
2000,F,Kathlene,15,7.52e-6
2000,F,Kathrin,15,7.52e-6
2000,F,Katieann,15,7.52e-6
2000,F,Katlynne,15,7.52e-6
2000,F,Katrice,15,7.52e-6
2000,F,Kayliana,15,7.52e-6
2000,F,Kayly,15,7.52e-6
2000,F,Keasha,15,7.52e-6
2000,F,Keesha,15,7.52e-6
2000,F,Keleigh,15,7.52e-6
2000,F,Kellan,15,7.52e-6
2000,F,Kendalyn,15,7.52e-6
2000,F,Kensie,15,7.52e-6
2000,F,Kerin,15,7.52e-6
2000,F,Kesha,15,7.52e-6
2000,F,Khiya,15,7.52e-6
2000,F,Kiarrah,15,7.52e-6
2000,F,Kieley,15,7.52e-6
2000,F,Kimari,15,7.52e-6
2000,F,Kiri,15,7.52e-6
2000,F,Kiva,15,7.52e-6
2000,F,Kloie,15,7.52e-6
2000,F,Kyleen,15,7.52e-6
2000,F,Kylyn,15,7.52e-6
2000,F,Ladasia,15,7.52e-6
2000,F,Lanay,15,7.52e-6
2000,F,Laureen,15,7.52e-6
2000,F,Laury,15,7.52e-6
2000,F,Laya,15,7.52e-6
2000,F,Leaha,15,7.52e-6
2000,F,Letzy,15,7.52e-6
2000,F,Liandra,15,7.52e-6
2000,F,Lida,15,7.52e-6
2000,F,Loriann,15,7.52e-6
2000,F,Lupe,15,7.52e-6
2000,F,Lynelle,15,7.52e-6
2000,F,Madalynne,15,7.52e-6
2000,F,Maddalena,15,7.52e-6
2000,F,Madesyn,15,7.52e-6
2000,F,Maggy,15,7.52e-6
2000,F,Maimouna,15,7.52e-6
2000,F,Mairin,15,7.52e-6
2000,F,Majestic,15,7.52e-6
2000,F,Makinsey,15,7.52e-6
2000,F,Makyah,15,7.52e-6
2000,F,Malikah,15,7.52e-6
2000,F,Maniyah,15,7.52e-6
2000,F,Marine,15,7.52e-6
2000,F,Marlowe,15,7.52e-6
2000,F,Maygen,15,7.52e-6
2000,F,Maylene,15,7.52e-6
2000,F,Meggie,15,7.52e-6
2000,F,Mehak,15,7.52e-6
2000,F,Merina,15,7.52e-6
2000,F,Micalah,15,7.52e-6
2000,F,Michaiah,15,7.52e-6
2000,F,Michella,15,7.52e-6
2000,F,Mikiah,15,7.52e-6
2000,F,Mikka,15,7.52e-6
2000,F,Milah,15,7.52e-6
2000,F,Miquela,15,7.52e-6
2000,F,Monzerrath,15,7.52e-6
2000,F,Naijah,15,7.52e-6
2000,F,Nakaya,15,7.52e-6
2000,F,Naomie,15,7.52e-6
2000,F,Natalyn,15,7.52e-6
2000,F,Natania,15,7.52e-6
2000,F,Nathan,15,7.52e-6
2000,F,Nayana,15,7.52e-6
2000,F,Nhu,15,7.52e-6
2000,F,Nicky,15,7.52e-6
2000,F,Nikeria,15,7.52e-6
2000,F,Nikitha,15,7.52e-6
2000,F,Nikkia,15,7.52e-6
2000,F,Nikkita,15,7.52e-6
2000,F,Nikol,15,7.52e-6
2000,F,Noreen,15,7.52e-6
2000,F,Nur,15,7.52e-6
2000,F,Orion,15,7.52e-6
2000,F,Paighton,15,7.52e-6
2000,F,Patrycja,15,7.52e-6
2000,F,Phaedra,15,7.52e-6
2000,F,Pheonix,15,7.52e-6
2000,F,Quincey,15,7.52e-6
2000,F,Quyen,15,7.52e-6
2000,F,Rabecca,15,7.52e-6
2000,F,Rainie,15,7.52e-6
2000,F,Raley,15,7.52e-6
2000,F,Raniyah,15,7.52e-6
2000,F,Rayah,15,7.52e-6
2000,F,Raylin,15,7.52e-6
2000,F,Reid,15,7.52e-6
2000,F,Rhys,15,7.52e-6
2000,F,Riva,15,7.52e-6
2000,F,Ronnisha,15,7.52e-6
2000,F,Rossy,15,7.52e-6
2000,F,Rowena,15,7.52e-6
2000,F,Ryana,15,7.52e-6
2000,F,Sahian,15,7.52e-6
2000,F,Sakshi,15,7.52e-6
2000,F,Sanam,15,7.52e-6
2000,F,Sariyah,15,7.52e-6
2000,F,Sarra,15,7.52e-6
2000,F,Sayaka,15,7.52e-6
2000,F,Sayge,15,7.52e-6
2000,F,Seema,15,7.52e-6
2000,F,Sehar,15,7.52e-6
2000,F,Seline,15,7.52e-6
2000,F,Senna,15,7.52e-6
2000,F,Seren,15,7.52e-6
2000,F,Shadia,15,7.52e-6
2000,F,Shahd,15,7.52e-6
2000,F,Shailey,15,7.52e-6
2000,F,Shalaya,15,7.52e-6
2000,F,Shaleah,15,7.52e-6
2000,F,Shaleigh,15,7.52e-6
2000,F,Shanasia,15,7.52e-6
2000,F,Shanese,15,7.52e-6
2000,F,Shannyn,15,7.52e-6
2000,F,Sharday,15,7.52e-6
2000,F,Shawnte,15,7.52e-6
2000,F,Shayden,15,7.52e-6
2000,F,Shaylea,15,7.52e-6
2000,F,Shealee,15,7.52e-6
2000,F,Sherilyn,15,7.52e-6
2000,F,Shiana,15,7.52e-6
2000,F,Shona,15,7.52e-6
2000,F,Shyana,15,7.52e-6
2000,F,Shyasia,15,7.52e-6
2000,F,Shyloh,15,7.52e-6
2000,F,Shylynn,15,7.52e-6
2000,F,Sierah,15,7.52e-6
2000,F,Sinclair,15,7.52e-6
2000,F,Skyllar,15,7.52e-6
2000,F,Stephaine,15,7.52e-6
2000,F,Suha,15,7.52e-6
2000,F,Suraya,15,7.52e-6
2000,F,Swathi,15,7.52e-6
2000,F,Tailynn,15,7.52e-6
2000,F,Tajia,15,7.52e-6
2000,F,Taneshia,15,7.52e-6
2000,F,Tasnim,15,7.52e-6
2000,F,Tayia,15,7.52e-6
2000,F,Tazia,15,7.52e-6
2000,F,Tesha,15,7.52e-6
2000,F,Tesia,15,7.52e-6
2000,F,Thanh,15,7.52e-6
2000,F,Thuy,15,7.52e-6
2000,F,Trinty,15,7.52e-6
2000,F,Troi,15,7.52e-6
2000,F,Tyerra,15,7.52e-6
2000,F,Tyeshia,15,7.52e-6
2000,F,Tyiesha,15,7.52e-6
2000,F,Tylin,15,7.52e-6
2000,F,Vallery,15,7.52e-6
2000,F,Van,15,7.52e-6
2000,F,Veena,15,7.52e-6
2000,F,Viviane,15,7.52e-6
2000,F,Whitnee,15,7.52e-6
2000,F,Xzavia,15,7.52e-6
2000,F,Yajayra,15,7.52e-6
2000,F,Yamille,15,7.52e-6
2000,F,Yanitza,15,7.52e-6
2000,F,Yulianna,15,7.52e-6
2000,F,Zaineb,15,7.52e-6
2000,F,Zamantha,15,7.52e-6
2000,F,Zeta,15,7.52e-6
2000,F,Ziah,15,7.52e-6
2000,F,Zianna,15,7.52e-6
2000,F,Zurisadai,15,7.52e-6
2000,F,Zyanya,15,7.52e-6
2000,F,Adalynn,14,7.02e-6
2000,F,Adamarys,14,7.02e-6
2000,F,Adanna,14,7.02e-6
2000,F,Adelisa,14,7.02e-6
2000,F,Adianna,14,7.02e-6
2000,F,Adriannah,14,7.02e-6
2000,F,Adrieanna,14,7.02e-6
2000,F,Afnan,14,7.02e-6
2000,F,Afua,14,7.02e-6
2000,F,Aireal,14,7.02e-6
2000,F,Airelle,14,7.02e-6
2000,F,Aissata,14,7.02e-6
2000,F,Aiza,14,7.02e-6
2000,F,Ajani,14,7.02e-6
2000,F,Akhila,14,7.02e-6
2000,F,Akiya,14,7.02e-6
2000,F,Akua,14,7.02e-6
2000,F,Alasha,14,7.02e-6
2000,F,Alashia,14,7.02e-6
2000,F,Aleen,14,7.02e-6
2000,F,Alegandra,14,7.02e-6
2000,F,Alexiz,14,7.02e-6
2000,F,Aleysha,14,7.02e-6
2000,F,Allayna,14,7.02e-6
2000,F,Allea,14,7.02e-6
2000,F,Allexus,14,7.02e-6
2000,F,Alliana,14,7.02e-6
2000,F,Allicia,14,7.02e-6
2000,F,Alliya,14,7.02e-6
2000,F,Alonda,14,7.02e-6
2000,F,Alyn,14,7.02e-6
2000,F,Alynna,14,7.02e-6
2000,F,Alysson,14,7.02e-6
2000,F,Amarissa,14,7.02e-6
2000,F,Ambrea,14,7.02e-6
2000,F,Amee,14,7.02e-6
2000,F,Ammie,14,7.02e-6
2000,F,Andrina,14,7.02e-6
2000,F,Aneri,14,7.02e-6
2000,F,Anesa,14,7.02e-6
2000,F,Anesia,14,7.02e-6
2000,F,Angelis,14,7.02e-6
2000,F,Anikka,14,7.02e-6
2000,F,Anjela,14,7.02e-6
2000,F,Annai,14,7.02e-6
2000,F,Antavia,14,7.02e-6
2000,F,Antonisha,14,7.02e-6
2000,F,Anuhea,14,7.02e-6
2000,F,Anum,14,7.02e-6
2000,F,Arcadia,14,7.02e-6
2000,F,Arieal,14,7.02e-6
2000,F,Arienna,14,7.02e-6
2000,F,Arriel,14,7.02e-6
2000,F,Aryelle,14,7.02e-6
2000,F,Ashlinn,14,7.02e-6
2000,F,Ashya,14,7.02e-6
2000,F,Atziry,14,7.02e-6
2000,F,Auriana,14,7.02e-6
2000,F,Ayaka,14,7.02e-6
2000,F,Ayisha,14,7.02e-6
2000,F,Ayushi,14,7.02e-6
2000,F,Azelin,14,7.02e-6
2000,F,Azura,14,7.02e-6
2000,F,Berlin,14,7.02e-6
2000,F,Biannca,14,7.02e-6
2000,F,Bintou,14,7.02e-6
2000,F,Blakeley,14,7.02e-6
2000,F,Braedyn,14,7.02e-6
2000,F,Breya,14,7.02e-6
2000,F,Brinda,14,7.02e-6
2000,F,Britain,14,7.02e-6
2000,F,Britanny,14,7.02e-6
2000,F,Brittanee,14,7.02e-6
2000,F,Brookelynne,14,7.02e-6
2000,F,Brucha,14,7.02e-6
2000,F,Bryauna,14,7.02e-6
2000,F,Cadyn,14,7.02e-6
2000,F,Camerin,14,7.02e-6
2000,F,Camilia,14,7.02e-6
2000,F,Camrin,14,7.02e-6
2000,F,Cana,14,7.02e-6
2000,F,Carlisle,14,7.02e-6
2000,F,Caryssa,14,7.02e-6
2000,F,Caylyn,14,7.02e-6
2000,F,Cayman,14,7.02e-6
2000,F,Chanie,14,7.02e-6
2000,F,Chanler,14,7.02e-6
2000,F,Chanya,14,7.02e-6
2000,F,Charles,14,7.02e-6
2000,F,Charlette,14,7.02e-6
2000,F,Cher,14,7.02e-6
2000,F,Christel,14,7.02e-6
2000,F,Christiane,14,7.02e-6
2000,F,Christianne,14,7.02e-6
2000,F,Chynah,14,7.02e-6
2000,F,Ciena,14,7.02e-6
2000,F,Clarrissa,14,7.02e-6
2000,F,Coriana,14,7.02e-6
2000,F,Corra,14,7.02e-6
2000,F,Cypress,14,7.02e-6
2000,F,Cyra,14,7.02e-6
2000,F,Darah,14,7.02e-6
2000,F,Darianne,14,7.02e-6
2000,F,Darnesha,14,7.02e-6
2000,F,Daryan,14,7.02e-6
2000,F,Dashayla,14,7.02e-6
2000,F,Debanhi,14,7.02e-6
2000,F,Deijah,14,7.02e-6
2000,F,Dejanay,14,7.02e-6
2000,F,Delena,14,7.02e-6
2000,F,Deliah,14,7.02e-6
2000,F,Demitra,14,7.02e-6
2000,F,Demitria,14,7.02e-6
2000,F,Diasia,14,7.02e-6
2000,F,Dimitra,14,7.02e-6
2000,F,Dunya,14,7.02e-6
2000,F,Ellyssa,14,7.02e-6
2000,F,Emiko,14,7.02e-6
2000,F,Emmanuela,14,7.02e-6
2000,F,Eniya,14,7.02e-6
2000,F,Erina,14,7.02e-6
2000,F,Esly,14,7.02e-6
2000,F,Ethel,14,7.02e-6
2000,F,Etty,14,7.02e-6
2000,F,Eveline,14,7.02e-6
2000,F,Evian,14,7.02e-6
2000,F,Fadumo,14,7.02e-6
2000,F,Faithann,14,7.02e-6
2000,F,Fathima,14,7.02e-6
2000,F,Felicitas,14,7.02e-6
2000,F,Francia,14,7.02e-6
2000,F,Frieda,14,7.02e-6
2000,F,Gabryella,14,7.02e-6
2000,F,Geanna,14,7.02e-6
2000,F,Greyson,14,7.02e-6
2000,F,Griffin,14,7.02e-6
2000,F,Gypsy,14,7.02e-6
2000,F,Haelee,14,7.02e-6
2000,F,Haeli,14,7.02e-6
2000,F,Harpreet,14,7.02e-6
2000,F,Hayat,14,7.02e-6
2000,F,Hayven,14,7.02e-6
2000,F,Helina,14,7.02e-6
2000,F,Henrietta,14,7.02e-6
2000,F,Hera,14,7.02e-6
2000,F,Hermelinda,14,7.02e-6
2000,F,Hina,14,7.02e-6
2000,F,Hollyn,14,7.02e-6
2000,F,Hyacinth,14,7.02e-6
2000,F,Inaara,14,7.02e-6
2000,F,Ishita,14,7.02e-6
2000,F,Izel,14,7.02e-6
2000,F,Izzabella,14,7.02e-6
2000,F,Ja,14,7.02e-6
2000,F,Jacara,14,7.02e-6
2000,F,Jackalyn,14,7.02e-6
2000,F,Jackqueline,14,7.02e-6
2000,F,Jacobi,14,7.02e-6
2000,F,Jadia,14,7.02e-6
2000,F,Jaedan,14,7.02e-6
2000,F,Jahira,14,7.02e-6
2000,F,Jahna,14,7.02e-6
2000,F,Jakaya,14,7.02e-6
2000,F,Jamaia,14,7.02e-6
2000,F,Jameela,14,7.02e-6
2000,F,Jamilette,14,7.02e-6
2000,F,Janeli,14,7.02e-6
2000,F,Janese,14,7.02e-6
2000,F,Jaquayla,14,7.02e-6
2000,F,Jasamine,14,7.02e-6
2000,F,Jasline,14,7.02e-6
2000,F,Jaydee,14,7.02e-6
2000,F,Jaydyn,14,7.02e-6
2000,F,Jaynee,14,7.02e-6
2000,F,Jeanmarie,14,7.02e-6
2000,F,Jeda,14,7.02e-6
2000,F,Jenia,14,7.02e-6
2000,F,Jenice,14,7.02e-6
2000,F,Jennika,14,7.02e-6
2000,F,Jerra,14,7.02e-6
2000,F,Johnetta,14,7.02e-6
2000,F,Jonay,14,7.02e-6
2000,F,Jonisha,14,7.02e-6
2000,F,Jordanna,14,7.02e-6
2000,F,Josefine,14,7.02e-6
2000,F,Julieana,14,7.02e-6
2000,F,Kahla,14,7.02e-6
2000,F,Kailan,14,7.02e-6
2000,F,Kaisa,14,7.02e-6
2000,F,Kaliana,14,7.02e-6
2000,F,Kaliegh,14,7.02e-6
2000,F,Kalynne,14,7.02e-6
2000,F,Kambrie,14,7.02e-6
2000,F,Karalee,14,7.02e-6
2000,F,Karia,14,7.02e-6
2000,F,Karigan,14,7.02e-6
2000,F,Karington,14,7.02e-6
2000,F,Karra,14,7.02e-6
2000,F,Kassia,14,7.02e-6
2000,F,Katelen,14,7.02e-6
2000,F,Katryn,14,7.02e-6
2000,F,Kayleah,14,7.02e-6
2000,F,Kaylinn,14,7.02e-6
2000,F,Kayona,14,7.02e-6
2000,F,Kazandra,14,7.02e-6
2000,F,Kearah,14,7.02e-6
2000,F,Keiko,14,7.02e-6
2000,F,Keiley,14,7.02e-6
2000,F,Keiondra,14,7.02e-6
2000,F,Kelani,14,7.02e-6
2000,F,Kenesha,14,7.02e-6
2000,F,Kenzee,14,7.02e-6
2000,F,Keshauna,14,7.02e-6
2000,F,Kesia,14,7.02e-6
2000,F,Kesley,14,7.02e-6
2000,F,Keva,14,7.02e-6
2000,F,Keyli,14,7.02e-6
2000,F,Keyri,14,7.02e-6
2000,F,Keyunna,14,7.02e-6
2000,F,Kiari,14,7.02e-6
2000,F,Kimi,14,7.02e-6
2000,F,Kina,14,7.02e-6
2000,F,Klee,14,7.02e-6
2000,F,Klynn,14,7.02e-6
2000,F,Koraima,14,7.02e-6
2000,F,Korbyn,14,7.02e-6
2000,F,Korynn,14,7.02e-6
2000,F,Kyndle,14,7.02e-6
2000,F,Lailani,14,7.02e-6
2000,F,Lanasia,14,7.02e-6
2000,F,Lashawnda,14,7.02e-6
2000,F,Laurana,14,7.02e-6
2000,F,Lavonne,14,7.02e-6
2000,F,Layal,14,7.02e-6
2000,F,Layza,14,7.02e-6
2000,F,Letisha,14,7.02e-6
2000,F,Liesl,14,7.02e-6
2000,F,Linzey,14,7.02e-6
2000,F,Linzie,14,7.02e-6
2000,F,Lisamarie,14,7.02e-6
2000,F,Lissa,14,7.02e-6
2000,F,Litsy,14,7.02e-6
2000,F,Lizmarie,14,7.02e-6
2000,F,Lorien,14,7.02e-6
2000,F,Lorren,14,7.02e-6
2000,F,Luella,14,7.02e-6
2000,F,Lulu,14,7.02e-6
2000,F,Lunden,14,7.02e-6
2000,F,Maansi,14,7.02e-6
2000,F,Macala,14,7.02e-6
2000,F,Maddilyn,14,7.02e-6
2000,F,Madilynne,14,7.02e-6
2000,F,Mahealani,14,7.02e-6
2000,F,Maire,14,7.02e-6
2000,F,Maisey,14,7.02e-6
2000,F,Makaiya,14,7.02e-6
2000,F,Makaylia,14,7.02e-6
2000,F,Makaylin,14,7.02e-6
2000,F,Makela,14,7.02e-6
2000,F,Malik,14,7.02e-6
2000,F,Manasi,14,7.02e-6
2000,F,Marcus,14,7.02e-6
2000,F,Mareena,14,7.02e-6
2000,F,Mariadelosang,14,7.02e-6
2000,F,Marianela,14,7.02e-6
2000,F,Marielys,14,7.02e-6
2000,F,Marilee,14,7.02e-6
2000,F,Martika,14,7.02e-6
2000,F,Martine,14,7.02e-6
2000,F,Massiel,14,7.02e-6
2000,F,Matty,14,7.02e-6
2000,F,Meagen,14,7.02e-6
2000,F,Mehreen,14,7.02e-6
2000,F,Melynda,14,7.02e-6
2000,F,Merary,14,7.02e-6
